timestamp,mains_voltage_rms_v,mains_total_power_w,mains_current_rms_a,mains_power_factor,frequency_hz,cumulative_energy_kwh,cumulative_cost_inr,ac_power_w,fridge_power_w,tv_power_w,pc_power_w,lights_power_w,fan_power_w,washing_machine_power_w,geyser_power_w
2026-03-24T00:24:00Z,230.11,1153.3,5.24,0.956,50.02,0.5031,4.03,1078.2,12.1,1.5,3.0,0.0,58.5,0.0,0.0
2026-03-24T00:25:00Z,230.13,1021.3,4.59,0.967,49.96,0.5202,4.16,945.2,12.1,1.3,3.5,0.0,59.2,0.0,0.0
2026-03-24T00:26:00Z,229.57,1119.7,5.13,0.951,49.98,0.5388,4.31,1045.7,10.6,1.6,3.5,0.0,58.3,0.0,0.0
2026-03-24T00:27:00Z,230.84,1039.2,4.72,0.954,50.03,0.5562,4.45,963.1,13.7,1.8,2.8,0.0,57.8,0.0,0.0
2026-03-24T00:28:00Z,230.0,966.6,4.38,0.959,50.02,0.5723,4.58,889.8,13.9,1.5,3.2,0.0,58.2,0.0,0.0
2026-03-24T00:29:00Z,230.22,1178.3,5.35,0.956,49.99,0.5919,4.74,1096.1,10.0,1.6,2.6,0.0,68.0,0.0,0.0
2026-03-24T00:30:00Z,229.96,1118.7,5.1,0.954,50.02,0.6105,4.88,1036.6,12.3,1.5,3.3,0.0,65.0,0.0,0.0
2026-03-24T00:31:00Z,230.76,954.4,4.27,0.968,49.98,0.6265,5.01,874.7,10.8,1.3,3.5,0.0,64.1,0.0,0.0
2026-03-24T00:32:00Z,230.19,1106.3,4.96,0.969,49.99,0.6449,5.16,1023.2,12.6,1.3,2.8,0.0,66.4,0.0,0.0
2026-03-24T00:33:00Z,230.42,1062.7,4.83,0.954,49.95,0.6626,5.3,981.6,13.6,1.4,3.0,0.0,63.1,0.0,0.0
2026-03-24T00:34:00Z,231.14,963.1,4.31,0.967,49.99,0.6787,5.43,882.1,9.7,1.3,3.0,0.0,67.0,0.0,0.0
2026-03-24T00:35:00Z,230.11,1045.0,4.73,0.961,49.99,0.6961,5.57,971.3,12.4,1.8,3.4,0.0,56.1,0.0,0.0
2026-03-24T00:36:00Z,230.86,988.0,4.44,0.964,49.98,0.7125,5.7,915.3,10.3,1.5,3.0,0.0,57.9,0.0,0.0
2026-03-24T00:37:00Z,229.84,980.5,4.49,0.95,50.04,0.7289,5.83,902.1,12.1,1.4,3.4,0.0,61.5,0.0,0.0
2026-03-24T00:38:00Z,230.02,1043.5,4.76,0.954,50.05,0.7463,5.97,963.6,12.5,1.5,3.4,0.0,62.5,0.0,0.0
2026-03-24T00:39:00Z,231.05,1027.9,4.67,0.953,50.01,0.7634,6.11,956.5,10.6,1.8,3.1,0.0,55.9,0.0,0.0
2026-03-24T00:40:00Z,230.24,1187.6,5.38,0.958,49.95,0.7832,6.27,1115.2,10.1,1.7,2.8,0.0,57.8,0.0,0.0
2026-03-24T00:41:00Z,230.83,1216.8,5.45,0.967,49.97,0.8035,6.43,1133.7,12.4,1.4,3.3,0.0,66.0,0.0,0.0
2026-03-24T00:42:00Z,230.37,1091.2,4.93,0.961,50.05,0.8217,6.57,1008.0,11.1,1.5,3.3,0.0,67.3,0.0,0.0
2026-03-24T00:43:00Z,230.69,1056.1,4.73,0.968,49.95,0.8393,6.71,979.3,12.0,1.4,2.5,0.0,60.9,0.0,0.0
2026-03-24T00:44:00Z,231.47,1016.7,4.62,0.95,50.04,0.8562,6.85,939.4,10.1,1.6,3.5,0.0,62.1,0.0,0.0
2026-03-24T00:45:00Z,230.72,1096.7,4.93,0.964,49.96,0.8745,7.0,897.7,137.3,1.6,3.5,0.0,56.6,0.0,0.0
2026-03-24T00:46:00Z,230.5,1350.4,6.11,0.959,50.02,0.897,7.18,1140.1,144.5,1.4,3.2,0.0,61.2,0.0,0.0
2026-03-24T00:47:00Z,229.58,1188.8,5.36,0.966,50.01,0.9168,7.33,991.5,136.5,1.6,3.0,0.0,56.2,0.0,0.0
2026-03-24T00:48:00Z,230.12,1357.8,6.11,0.966,49.98,0.9394,7.52,1149.1,138.4,1.8,3.3,0.0,65.2,0.0,0.0
2026-03-24T00:49:00Z,230.93,1312.4,5.92,0.96,49.98,0.9613,7.69,1110.7,138.2,1.5,2.8,0.0,59.2,0.0,0.0
2026-03-24T00:50:00Z,231.24,1084.2,4.89,0.958,49.95,0.9794,7.84,865.4,149.5,1.6,2.7,0.0,65.0,0.0,0.0
2026-03-24T00:51:00Z,231.29,1331.7,5.96,0.966,49.97,1.0016,8.01,1122.6,138.4,1.2,2.5,0.0,67.0,0.0,0.0
2026-03-24T00:52:00Z,231.1,1283.8,5.76,0.964,50.02,1.023,8.18,1075.8,138.9,1.4,2.9,0.0,64.8,0.0,0.0
2026-03-24T00:53:00Z,231.35,1319.9,5.95,0.959,49.95,1.045,8.36,1107.7,143.6,1.8,3.0,0.0,63.8,0.0,0.0
2026-03-24T00:54:00Z,230.45,1351.6,6.1,0.961,50.03,1.0675,8.54,1135.9,150.9,1.4,3.1,0.0,60.3,0.0,0.0
2026-03-24T00:55:00Z,229.68,1206.2,5.5,0.954,49.98,1.0876,8.7,1001.0,140.8,1.2,2.8,0.0,60.4,0.0,0.0
2026-03-24T00:56:00Z,231.06,1138.5,5.15,0.957,49.98,1.1066,8.85,934.6,136.1,1.5,3.4,0.0,62.9,0.0,0.0
2026-03-24T00:57:00Z,231.03,1288.7,5.79,0.963,50.05,1.1281,9.02,1072.1,146.1,1.5,2.6,0.0,66.4,0.0,0.0
2026-03-24T00:58:00Z,230.32,1260.2,5.72,0.957,49.98,1.1491,9.19,1055.8,136.8,1.7,2.8,0.0,63.1,0.0,0.0
2026-03-24T00:59:00Z,231.28,1329.1,6.0,0.958,50.0,1.1712,9.37,1112.1,145.3,1.7,2.7,0.0,67.3,0.0,0.0
2026-03-24T01:00:00Z,230.5,1301.6,5.93,0.953,50.03,1.1929,9.54,1079.9,153.1,1.4,2.6,0.0,64.6,0.0,0.0
2026-03-24T01:01:00Z,230.8,1216.9,5.54,0.952,50.02,1.2132,9.71,1008.7,147.4,1.3,3.2,0.0,56.3,0.0,0.0
2026-03-24T01:02:00Z,230.8,1106.4,5.04,0.951,49.99,1.2316,9.85,901.0,138.3,1.7,2.7,0.0,62.7,0.0,0.0
2026-03-24T01:03:00Z,230.31,1150.8,5.27,0.949,49.96,1.2508,10.01,935.9,143.2,1.8,2.8,0.0,67.1,0.0,0.0
2026-03-24T01:04:00Z,230.63,1102.4,4.99,0.957,50.02,1.2692,10.15,894.3,136.7,1.4,3.4,0.0,66.6,0.0,0.0
2026-03-24T01:05:00Z,231.09,1011.7,4.62,0.947,50.0,1.286,10.29,937.6,11.4,1.8,3.4,0.0,57.5,0.0,0.0
2026-03-24T01:06:00Z,230.85,1158.2,5.26,0.954,49.96,1.3053,10.44,1082.4,11.7,1.8,2.6,0.0,59.7,0.0,0.0
2026-03-24T01:07:00Z,229.83,1026.4,4.72,0.947,49.99,1.3224,10.58,956.3,9.6,1.8,3.0,0.0,55.7,0.0,0.0
2026-03-24T01:08:00Z,230.49,1207.1,5.48,0.956,50.04,1.3426,10.74,1126.3,11.2,1.8,3.2,0.0,64.6,0.0,0.0
2026-03-24T01:09:00Z,230.86,1030.7,4.64,0.962,50.02,1.3597,10.88,948.4,11.8,1.3,3.2,0.0,66.0,0.0,0.0
2026-03-24T01:10:00Z,231.33,1131.3,5.13,0.954,49.97,1.3786,11.03,1059.5,12.6,1.5,2.7,0.0,55.0,0.0,0.0
2026-03-24T01:11:00Z,231.05,1122.5,5.06,0.96,49.98,1.3973,11.18,1041.5,13.0,1.3,3.3,0.0,63.4,0.0,0.0
2026-03-24T01:12:00Z,231.75,995.8,4.45,0.965,50.03,1.4139,11.31,915.3,13.0,1.4,3.2,0.0,62.9,0.0,0.0
2026-03-24T01:13:00Z,231.19,933.8,4.22,0.957,50.03,1.4295,11.44,852.2,10.0,1.8,3.2,0.0,66.6,0.0,0.0
2026-03-24T01:14:00Z,230.78,1219.1,5.58,0.947,49.96,1.4498,11.6,1138.2,12.2,1.3,2.9,0.0,64.5,0.0,0.0
2026-03-24T01:15:00Z,231.62,1068.0,4.85,0.95,49.98,1.4676,11.74,987.1,11.9,1.2,2.5,0.0,65.3,0.0,0.0
2026-03-24T01:16:00Z,231.34,1107.6,4.97,0.964,49.96,1.486,11.89,1030.6,10.5,1.7,2.8,0.0,62.0,0.0,0.0
2026-03-24T01:17:00Z,230.05,969.9,4.37,0.965,50.02,1.5022,12.02,894.1,9.9,1.6,3.4,0.0,60.9,0.0,0.0
2026-03-24T01:18:00Z,230.56,991.2,4.53,0.949,49.96,1.5187,12.15,915.0,13.8,1.6,3.4,0.0,57.4,0.0,0.0
2026-03-24T01:19:00Z,231.36,930.9,4.18,0.962,50.01,1.5342,12.27,856.8,13.9,1.6,3.1,0.0,55.5,0.0,0.0
2026-03-24T01:20:00Z,231.26,961.2,4.39,0.946,50.01,1.5503,12.4,885.7,12.3,1.6,3.4,0.0,58.2,0.0,0.0
2026-03-24T01:21:00Z,230.44,967.3,4.4,0.954,49.98,1.5664,12.53,884.3,13.0,1.6,2.6,0.0,65.8,0.0,0.0
2026-03-24T01:22:00Z,231.21,1226.9,5.58,0.951,50.0,1.5868,12.69,1143.6,13.0,1.3,3.5,0.0,65.5,0.0,0.0
2026-03-24T01:23:00Z,231.25,1165.7,5.33,0.946,49.99,1.6063,12.85,1084.4,11.7,1.6,3.3,0.0,64.7,0.0,0.0
2026-03-24T01:24:00Z,231.17,1020.4,4.64,0.952,50.0,1.6233,12.99,950.5,9.1,1.3,3.5,0.0,56.0,0.0,0.0
2026-03-24T01:25:00Z,229.99,1041.9,4.74,0.955,50.04,1.6406,13.13,968.2,13.2,1.4,2.7,0.0,56.4,0.0,0.0
2026-03-24T01:26:00Z,231.7,1159.0,5.24,0.954,50.02,1.66,13.28,1074.3,12.4,1.3,3.1,0.0,67.9,0.0,0.0
2026-03-24T01:27:00Z,230.57,1200.3,5.51,0.945,50.02,1.68,13.44,1127.2,13.3,1.3,2.9,0.0,55.6,0.0,0.0
2026-03-24T01:28:00Z,231.85,937.6,4.27,0.946,49.99,1.6956,13.56,863.5,12.6,1.7,3.0,0.0,56.8,0.0,0.0
2026-03-24T01:29:00Z,231.2,1070.5,4.86,0.953,50.04,1.7134,13.71,986.7,14.0,1.5,2.5,0.0,65.8,0.0,0.0
2026-03-24T01:30:00Z,230.45,1336.1,6.07,0.955,49.96,1.7357,13.89,1112.6,153.8,1.6,2.8,0.0,65.3,0.0,0.0
2026-03-24T01:31:00Z,231.39,1317.5,5.98,0.952,50.0,1.7577,14.06,1115.9,136.2,1.8,2.9,0.0,60.7,0.0,0.0
2026-03-24T01:32:00Z,231.04,1078.6,4.84,0.964,50.0,1.7756,14.21,865.7,152.4,1.4,2.8,0.0,56.3,0.0,0.0
2026-03-24T01:33:00Z,231.37,1172.4,5.31,0.955,49.99,1.7952,14.36,951.7,152.5,1.7,2.5,0.0,64.0,0.0,0.0
2026-03-24T01:34:00Z,230.96,1137.1,5.15,0.956,49.99,1.8141,14.51,925.1,143.1,1.6,3.4,0.0,63.9,0.0,0.0
2026-03-24T01:35:00Z,230.1,1284.5,5.91,0.944,49.97,1.8355,14.68,1071.2,145.8,1.3,3.1,0.0,63.1,0.0,0.0
2026-03-24T01:36:00Z,230.72,1300.6,5.9,0.956,50.01,1.8572,14.86,1079.9,153.0,1.5,3.0,0.0,63.2,0.0,0.0
2026-03-24T01:37:00Z,231.94,1336.6,6.07,0.95,49.95,1.8795,15.04,1118.6,154.1,1.7,3.1,0.0,59.1,0.0,0.0
2026-03-24T01:38:00Z,231.21,1336.1,6.09,0.949,49.97,1.9018,15.21,1125.5,147.0,1.4,2.9,0.0,59.3,0.0,0.0
2026-03-24T01:39:00Z,231.68,1226.7,5.61,0.944,49.98,1.9222,15.38,1017.7,136.9,1.7,3.3,0.0,67.1,0.0,0.0
2026-03-24T01:40:00Z,230.5,1274.4,5.86,0.944,49.99,1.9434,15.55,1062.2,143.3,1.3,2.9,0.0,64.7,0.0,0.0
2026-03-24T01:41:00Z,231.47,1222.1,5.49,0.961,50.05,1.9638,15.71,996.5,155.0,1.4,2.9,0.0,66.3,0.0,0.0
2026-03-24T01:42:00Z,230.55,1097.1,5.03,0.946,50.02,1.9821,15.86,881.7,151.1,1.6,2.7,0.0,60.0,0.0,0.0
2026-03-24T01:43:00Z,231.06,1313.0,5.97,0.952,50.03,2.004,16.03,1112.7,136.1,1.6,3.4,0.0,59.2,0.0,0.0
2026-03-24T01:44:00Z,230.93,1058.2,4.8,0.955,50.04,2.0216,16.17,850.8,145.0,1.3,3.1,0.0,58.0,0.0,0.0
2026-03-24T01:45:00Z,230.81,1106.2,5.06,0.948,49.99,2.04,16.32,894.1,146.3,1.3,3.2,0.0,61.3,0.0,0.0
2026-03-24T01:46:00Z,230.32,1291.7,5.85,0.959,50.0,2.0616,16.49,1076.0,151.2,1.7,3.4,0.0,59.4,0.0,0.0
2026-03-24T01:47:00Z,231.0,1174.1,5.37,0.946,50.04,2.0811,16.65,960.2,142.4,1.2,3.4,0.0,66.9,0.0,0.0
2026-03-24T01:48:00Z,230.56,1166.8,5.28,0.959,49.99,2.1006,16.8,958.5,140.5,1.8,3.2,0.0,62.8,0.0,0.0
2026-03-24T01:49:00Z,230.58,1148.1,5.2,0.957,50.02,2.1197,16.96,930.5,150.8,1.4,2.6,0.0,62.8,0.0,0.0
2026-03-24T01:50:00Z,230.85,1194.4,5.44,0.951,49.99,2.1396,17.12,1123.4,9.2,1.7,2.9,0.0,57.2,0.0,0.0
2026-03-24T01:51:00Z,230.52,1033.0,4.75,0.943,49.99,2.1568,17.25,951.9,13.9,1.6,2.8,0.0,62.8,0.0,0.0
2026-03-24T01:52:00Z,230.49,1062.8,4.8,0.96,50.05,2.1746,17.4,980.9,9.8,1.3,3.3,0.0,67.5,0.0,0.0
2026-03-24T01:53:00Z,230.8,1149.0,5.27,0.945,49.99,2.1937,17.55,1076.1,12.2,1.3,2.7,0.0,56.7,0.0,0.0
2026-03-24T01:54:00Z,231.68,1231.3,5.64,0.942,50.01,2.2142,17.71,1147.5,13.1,1.4,3.3,0.0,66.0,0.0,0.0
2026-03-24T01:55:00Z,231.28,1031.4,4.65,0.96,50.04,2.2314,17.85,959.9,11.4,1.3,2.8,0.0,56.0,0.0,0.0
2026-03-24T01:56:00Z,231.07,950.5,4.36,0.944,50.0,2.2473,17.98,870.8,10.7,1.6,3.5,0.0,63.9,0.0,0.0
2026-03-24T01:57:00Z,231.24,928.8,4.21,0.955,50.04,2.2627,18.1,852.0,13.1,1.5,2.8,0.0,59.4,0.0,0.0
2026-03-24T01:58:00Z,230.26,1155.0,5.25,0.956,49.97,2.282,18.26,1074.9,11.1,1.7,2.8,0.0,64.5,0.0,0.0
2026-03-24T01:59:00Z,230.41,1048.3,4.8,0.947,50.03,2.2995,18.4,965.9,13.6,1.6,3.2,0.0,64.0,0.0,0.0
2026-03-24T02:00:00Z,230.54,1175.1,5.32,0.958,50.05,2.3191,18.55,1094.8,10.1,1.4,3.1,0.0,65.7,0.0,0.0
2026-03-24T02:01:00Z,231.92,1132.6,5.11,0.956,49.97,2.3379,18.7,1058.4,13.7,1.5,3.3,0.0,55.7,0.0,0.0
2026-03-24T02:02:00Z,230.46,943.5,4.28,0.957,50.04,2.3537,18.83,862.6,11.1,1.2,3.0,0.0,65.6,0.0,0.0
2026-03-24T02:03:00Z,230.89,1062.9,4.84,0.952,50.0,2.3714,18.97,989.5,12.0,1.7,2.7,0.0,57.0,0.0,0.0
2026-03-24T02:04:00Z,230.33,981.4,4.49,0.949,50.0,2.3877,19.1,903.2,11.9,1.6,3.1,0.0,61.6,0.0,0.0
2026-03-24T02:05:00Z,232.19,1108.7,5.01,0.954,50.05,2.4062,19.25,1032.3,10.5,1.8,3.2,0.0,60.9,0.0,0.0
2026-03-24T02:06:00Z,230.6,1074.8,4.87,0.958,49.98,2.4241,19.39,993.1,12.4,1.4,3.0,0.0,64.9,0.0,0.0
2026-03-24T02:07:00Z,230.33,1122.1,5.16,0.944,50.03,2.4428,19.54,1050.4,10.5,1.4,3.4,0.0,56.4,0.0,0.0
2026-03-24T02:08:00Z,231.68,1113.5,5.03,0.956,49.96,2.4614,19.69,1030.2,13.6,1.4,2.7,0.0,65.6,0.0,0.0
2026-03-24T02:09:00Z,231.1,1168.3,5.29,0.955,50.03,2.4808,19.85,1087.6,13.3,1.5,2.9,0.0,63.0,0.0,0.0
2026-03-24T02:10:00Z,231.15,1062.3,4.88,0.941,50.05,2.4986,19.99,981.6,11.4,1.7,2.9,0.0,64.7,0.0,0.0
2026-03-24T02:11:00Z,231.61,1101.3,4.98,0.955,50.03,2.5169,20.14,1024.3,12.9,1.8,2.7,0.0,59.6,0.0,0.0
2026-03-24T02:12:00Z,232.06,979.0,4.43,0.953,49.98,2.5332,20.27,899.8,10.9,1.4,2.9,0.0,64.0,0.0,0.0
2026-03-24T02:13:00Z,231.03,933.7,4.26,0.949,50.05,2.5488,20.39,851.7,13.6,1.3,3.0,0.0,64.1,0.0,0.0
2026-03-24T02:14:00Z,231.59,1141.9,5.2,0.949,50.01,2.5678,20.54,1068.8,9.3,1.6,3.1,0.0,59.1,0.0,0.0
2026-03-24T02:15:00Z,231.86,1092.0,4.95,0.952,50.0,2.586,20.69,881.1,140.8,1.3,2.6,0.0,66.2,0.0,0.0
2026-03-24T02:16:00Z,232.24,1108.5,5.03,0.949,49.99,2.6045,20.84,898.5,138.5,1.7,3.1,0.0,66.7,0.0,0.0
2026-03-24T02:17:00Z,232.26,1234.3,5.61,0.947,50.02,2.6251,21.0,1013.6,152.6,1.8,3.1,0.0,63.2,0.0,0.0
2026-03-24T02:18:00Z,230.88,1227.2,5.64,0.943,50.02,2.6455,21.16,1022.8,137.6,1.4,3.1,0.0,62.3,0.0,0.0
2026-03-24T02:19:00Z,232.09,1261.5,5.76,0.944,49.97,2.6665,21.33,1036.4,154.7,1.3,2.7,0.0,66.4,0.0,0.0
2026-03-24T02:20:00Z,231.62,1138.4,5.14,0.956,49.96,2.6855,21.48,927.0,149.8,1.8,3.5,0.0,56.3,0.0,0.0
2026-03-24T02:21:00Z,231.35,1200.1,5.51,0.941,49.99,2.7055,21.64,988.2,152.4,1.5,2.8,0.0,55.2,0.0,0.0
2026-03-24T02:22:00Z,231.21,1096.4,5.01,0.946,50.03,2.7238,21.79,876.1,153.8,1.5,3.2,0.0,61.8,0.0,0.0
2026-03-24T02:23:00Z,230.59,1285.2,5.91,0.943,50.03,2.7452,21.96,1074.8,139.4,1.3,3.5,0.0,66.2,0.0,0.0
2026-03-24T02:24:00Z,230.93,1205.4,5.57,0.937,49.97,2.7653,22.12,999.3,143.3,1.6,3.0,0.0,58.2,0.0,0.0
2026-03-24T02:25:00Z,230.77,1228.2,5.61,0.949,49.99,2.7858,22.29,1020.0,138.6,1.5,3.5,0.0,64.6,0.0,0.0
2026-03-24T02:26:00Z,231.81,1058.2,4.82,0.947,50.0,2.8034,22.43,853.4,141.2,1.3,3.3,0.0,59.0,0.0,0.0
2026-03-24T02:27:00Z,231.07,1283.6,5.85,0.95,49.97,2.8248,22.6,1066.8,148.7,1.7,3.2,0.0,63.2,0.0,0.0
2026-03-24T02:28:00Z,231.72,1122.5,5.17,0.937,50.01,2.8435,22.75,903.2,147.6,1.5,3.4,0.0,66.8,0.0,0.0
2026-03-24T02:29:00Z,231.79,1160.5,5.3,0.945,49.96,2.8629,22.9,944.8,149.8,1.7,2.6,0.0,61.6,0.0,0.0
2026-03-24T02:30:00Z,230.84,1237.6,5.71,0.939,50.02,2.8835,23.07,1039.3,138.0,1.4,3.2,0.0,55.7,0.0,0.0
2026-03-24T02:31:00Z,232.09,1207.0,5.53,0.941,49.97,2.9036,23.23,1006.9,136.6,1.2,2.7,0.0,59.6,0.0,0.0
2026-03-24T02:32:00Z,231.33,1223.0,5.63,0.939,50.04,2.924,23.39,1020.9,138.1,1.7,2.7,0.0,59.6,0.0,0.0
2026-03-24T02:33:00Z,231.98,1279.9,5.89,0.936,50.03,2.9453,23.56,1069.6,146.6,1.5,2.9,0.0,59.3,0.0,0.0
2026-03-24T02:34:00Z,231.93,1176.0,5.35,0.947,49.97,2.9649,23.72,954.2,149.4,1.3,3.1,0.0,68.0,0.0,0.0
2026-03-24T02:35:00Z,232.39,1053.0,4.84,0.936,49.98,2.9825,23.86,981.1,10.2,1.6,2.7,0.0,57.4,0.0,0.0
2026-03-24T02:36:00Z,231.2,1212.5,5.59,0.938,49.96,3.0027,24.02,1143.4,9.6,1.2,3.3,0.0,55.0,0.0,0.0
2026-03-24T02:37:00Z,230.75,939.2,4.3,0.946,50.0,3.0183,24.15,858.7,13.6,1.6,3.0,0.0,62.3,0.0,0.0
2026-03-24T02:38:00Z,231.75,987.1,4.5,0.947,50.02,3.0348,24.28,904.4,9.9,1.7,3.3,0.0,67.8,0.0,0.0
2026-03-24T02:39:00Z,231.88,1128.0,5.13,0.948,49.99,3.0536,24.43,1054.6,12.5,1.7,2.5,0.0,56.7,0.0,0.0
2026-03-24T02:40:00Z,231.07,1053.7,4.81,0.949,50.05,3.0711,24.57,978.5,9.5,1.8,2.6,0.0,61.3,0.0,0.0
2026-03-24T02:41:00Z,231.23,931.3,4.24,0.95,49.98,3.0867,24.69,858.7,10.0,1.4,2.9,0.0,58.3,0.0,0.0
2026-03-24T02:42:00Z,230.86,935.6,4.3,0.942,49.98,3.1023,24.82,860.8,12.5,1.6,2.6,0.0,58.1,0.0,0.0
2026-03-24T02:43:00Z,230.79,1197.0,5.47,0.949,49.96,3.1222,24.98,1121.1,11.0,1.3,3.4,0.0,60.2,0.0,0.0
2026-03-24T02:44:00Z,231.7,1033.1,4.78,0.933,49.99,3.1394,25.12,947.5,13.7,1.3,3.3,0.0,67.3,0.0,0.0
2026-03-24T02:45:00Z,232.06,1155.9,5.29,0.941,49.98,3.1587,25.27,1082.9,10.4,1.7,3.1,0.0,57.8,0.0,0.0
2026-03-24T02:46:00Z,232.27,926.9,4.27,0.934,50.03,3.1741,25.39,853.2,10.1,1.3,2.9,0.0,59.4,0.0,0.0
2026-03-24T02:47:00Z,232.18,1181.9,5.44,0.935,49.99,3.1938,25.55,1105.3,12.2,1.4,3.2,0.0,59.8,0.0,0.0
2026-03-24T02:48:00Z,231.54,1222.1,5.64,0.936,49.97,3.2142,25.71,1145.3,11.2,1.5,2.6,0.0,61.5,0.0,0.0
2026-03-24T02:49:00Z,231.15,1190.5,5.51,0.934,50.04,3.234,25.87,1106.8,12.8,1.5,3.4,0.0,66.0,0.0,0.0
2026-03-24T02:50:00Z,231.74,1136.9,5.19,0.946,49.97,3.253,26.02,1055.9,13.1,1.5,2.8,0.0,63.6,0.0,0.0
2026-03-24T02:51:00Z,231.19,1209.2,5.57,0.939,49.97,3.2731,26.19,1131.2,10.4,1.8,3.4,0.0,62.4,0.0,0.0
2026-03-24T02:52:00Z,232.28,958.4,4.35,0.948,50.03,3.2891,26.31,887.2,11.5,1.6,2.6,0.0,55.5,0.0,0.0
2026-03-24T02:53:00Z,231.83,1186.8,5.39,0.949,50.02,3.3089,26.47,1110.1,9.7,1.7,2.5,0.0,62.8,0.0,0.0
2026-03-24T02:54:00Z,231.01,973.3,4.5,0.937,50.05,3.3251,26.6,894.2,10.2,1.2,3.0,0.0,64.7,0.0,0.0
2026-03-24T02:55:00Z,231.37,932.6,4.3,0.938,50.05,3.3407,26.73,857.3,11.9,1.6,2.7,0.0,59.1,0.0,0.0
2026-03-24T02:56:00Z,231.07,1196.3,5.48,0.945,49.96,3.3606,26.88,1124.5,10.9,1.8,3.4,0.0,55.7,0.0,0.0
